"","ordinal","species","in6","in5","in4","in3","in2","in1","total","year","site","period","sjy","dd","dd_sum","cdd_sum","cdd_sumfall","DI","per","elev","siteyear","Tmean","cdd_seas","Cdd_siteave","Cdd_july_siteave","species.lab","spsiteyear","doy_adult","gdd_adult"
"3309",224,"Melanoplus packardii",11,0,0,0,0,0,11,"2012","B1","resurvey","B1_224_2012",6.02423851774137,6.02423851774137,565.100175288596,565.100175288596,6,2,"2591","B12012",12.597432073019,663.23803837522,471.127534023384,138.23006454216,NA,"B12012Melanoplus packardii",196,381.009626791774
"3310",231,"Melanoplus packardii",7,0,0,0,0,0,7,"2012","B1","resurvey","B1_231_2012",3.57801301998205,3.57801301998205,598.824048088946,598.824048088946,6,2,"2591","B12012",12.597432073019,663.23803837522,471.127534023384,138.23006454216,NA,"B12012Melanoplus packardii",196,381.009626791774
"3311",238,"Melanoplus packardii",10,0,0,0,0,0,10,"2012","B1","resurvey","B1_238_2012",4.27346946555954,4.27346946555954,630.135026489778,630.135026489778,6,2,"2591","B12012",12.597432073019,663.23803837522,471.127534023384,138.23006454216,NA,"B12012Melanoplus packardii",196,381.009626791774
"3312",247,"Melanoplus packardii",9,0,0,0,0,0,9,"2012","B1","resurvey","B1_247_2012",7.68997364,0,663.23803837522,688.687728002661,6,2,"2591","B12012",12.597432073019,663.23803837522,471.127534023384,138.23006454216,NA,"B12012Melanoplus packardii",196,381.009626791774
"3313",254,"Melanoplus packardii",3,0,0,0,0,0,3,"2012","B1","resurvey","B1_254_2012",5.73817392236224,0,663.23803837522,723.284127027597,6,2,"2591","B12012",12.597432073019,663.23803837522,471.127534023384,138.23006454216,NA,"B12012Melanoplus packardii",196,381.009626791774
"3314",142,"Melanoplus packardii",0,0,0,0,0,4,4,"2014","B1","resurvey","B1_142_2014",0.803401868265759,0.803401868265759,33.5707957639472,33.5707957639472,1,2,"2591","B12014",10.2715706521739,492.43447552701,357.526669376315,144.874053977792,NA,"B12014Melanoplus packardii",207,333.570795763947
"3315",147,"Melanoplus packardii",0,0,0,0,0,4,4,"2014","B1","resurvey","B1_147_2014",3.79401353578705,3.79401353578705,39.0961292534442,39.0961292534442,1,2,"2591","B12014",10.2715706521739,492.43447552701,357.526669376315,144.874053977792,NA,"B12014Melanoplus packardii",207,333.570795763947
"3316",157,"Melanoplus packardii",0,0,0,0,5,2,7,"2014","B1","resurvey","B1_157_2014",2.71248373250671,2.71248373250671,76.9796662068337,76.9796662068337,1.71428571428571,2,"2591","B12014",10.2715706521739,492.43447552701,357.526669376315,144.874053977792,NA,"B12014Melanoplus packardii",207,333.570795763947
"3317",165,"Melanoplus packardii",0,0,0,4,9,18,31,"2014","B1","resurvey","B1_165_2014",2.04093978655506,2.04093978655506,93.6353585427158,93.6353585427158,1.54838709677419,2,"2591","B12014",10.2715706521739,492.43447552701,357.526669376315,144.874053977792,NA,"B12014Melanoplus packardii",207,333.570795763947
"3318",174,"Melanoplus packardii",0,1,9,13,4,2,29,"2014","B1","resurvey","B1_174_2014",2.34120210883044,2.34120210883044,125.237678914709,125.237678914709,3.10344827586207,2,"2591","B12014",10.2715706521739,492.43447552701,357.526669376315,144.874053977792,NA,"B12014Melanoplus packardii",207,333.570795763947
"3319",178,"Melanoplus packardii",0,2,12,16,3,0,33,"2014","B1","resurvey","B1_178_2014",3.20251004791913,3.20251004791913,142.959372503214,142.959372503214,3.39393939393939,2,"2591","B12014",10.2715706521739,492.43447552701,357.526669376315,144.874053977792,NA,"B12014Melanoplus packardii",207,333.570795763947
"3320",184,"Melanoplus packardii",1,6,16,18,1,0,42,"2014","B1","resurvey","B1_184_2014",5.99329483083625,5.99329483083625,169.636693459445,169.636693459445,3.71428571428571,2,"2591","B12014",10.2715706521739,492.43447552701,357.526669376315,144.874053977792,NA,"B12014Melanoplus packardii",207,333.570795763947
"3321",190,"Melanoplus packardii",2,10,14,13,0,0,39,"2014","B1","resurvey","B1_190_2014",8.291,8.291,213.900945612283,213.900945612283,4.02564102564103,2,"2591","B12014",10.2715706521739,492.43447552701,357.526669376315,144.874053977792,NA,"B12014Melanoplus packardii",207,333.570795763947
"3322",199,"Melanoplus packardii",9,9,10,0,0,0,28,"2014","B1","resurvey","B1_199_2014",7.0785,7.0785,255.784682139152,255.784682139152,4.96428571428571,2,"2591","B12014",10.2715706521739,492.43447552701,357.526669376315,144.874053977792,NA,"B12014Melanoplus packardii",207,333.570795763947
"3323",206,"Melanoplus packardii",25,7,3,1,0,0,36,"2014","B1","resurvey","B1_206_2014",10.4365,10.4365,330.641182139152,330.641182139152,5.55555555555556,2,"2591","B12014",10.2715706521739,492.43447552701,357.526669376315,144.874053977792,NA,"B12014Melanoplus packardii",207,333.570795763947
"3324",213,"Melanoplus packardii",47,7,1,2,0,0,57,"2014","B1","resurvey","B1_213_2014",2.44170435051785,2.44170435051785,355.890993674732,355.890993674732,5.73684210526316,2,"2591","B12014",10.2715706521739,492.43447552701,357.526669376315,144.874053977792,NA,"B12014Melanoplus packardii",207,333.570795763947
"3325",220,"Melanoplus packardii",27,3,2,0,0,0,32,"2014","B1","resurvey","B1_220_2014",4.23589460032647,4.23589460032647,388.557339009278,388.557339009278,5.78125,2,"2591","B12014",10.2715706521739,492.43447552701,357.526669376315,144.874053977792,NA,"B12014Melanoplus packardii",207,333.570795763947
"3326",227,"Melanoplus packardii",28,2,0,0,0,0,30,"2014","B1","resurvey","B1_227_2014",6.823,6.823,425.795063819734,425.795063819734,5.93333333333333,2,"2591","B12014",10.2715706521739,492.43447552701,357.526669376315,144.874053977792,NA,"B12014Melanoplus packardii",207,333.570795763947
"3327",235,"Melanoplus packardii",28,0,0,0,0,0,28,"2014","B1","resurvey","B1_235_2014",2.17927787718142,2.17927787718142,471.621450189685,471.621450189685,6,2,"2591","B12014",10.2715706521739,492.43447552701,357.526669376315,144.874053977792,NA,"B12014Melanoplus packardii",207,333.570795763947
"3328",242,"Melanoplus packardii",18,0,0,0,0,0,18,"2014","B1","resurvey","B1_242_2014",4.55533966001978,4.55533966001978,490.562475305332,490.562475305332,6,2,"2591","B12014",10.2715706521739,492.43447552701,357.526669376315,144.874053977792,NA,"B12014Melanoplus packardii",207,333.570795763947
"3329",257,"Melanoplus packardii",10,0,0,0,0,0,10,"2014","B1","resurvey","B1_257_2014",4.38420712942383,0,492.43447552701,531.646647991633,6,2,"2591","B12014",10.2715706521739,492.43447552701,357.526669376315,144.874053977792,NA,"B12014Melanoplus packardii",207,333.570795763947
"3330",271,"Melanoplus packardii",3,0,0,0,0,0,3,"2014","B1","resurvey","B1_271_2014",1.5114270419906,0,492.43447552701,595.070831066173,6,2,"2591","B12014",10.2715706521739,492.43447552701,357.526669376315,144.874053977792,NA,"B12014Melanoplus packardii",207,333.570795763947
"3332",148,"Melanoplus packardii",0,0,0,0,0,3,3,"2015","B1","resurvey","B1_148_2015",1.91328450985878,1.91328450985878,35.1943629083004,35.1943629083004,1,2,"2591","B12015",10.9946086956522,524.839971450119,384.546002573052,109.732617822016,NA,"B12015Melanoplus packardii",218,375.1943629083
"3333",155,"Melanoplus packardii",0,0,0,2,12,8,22,"2015","B1","resurvey","B1_155_2015",3.37665955254796,3.37665955254796,54.886016661932,54.886016661932,1.72727272727273,2,"2591","B12015",10.9946086956522,524.839971450119,384.546002573052,109.732617822016,NA,"B12015Melanoplus packardii",218,375.1943629083
"3334",162,"Melanoplus packardii",0,0,0,6,17,7,30,"2015","B1","resurvey","B1_162_2015",0.806406658364358,0.806406658364358,71.2642584522477,71.2642584522477,1.96666666666667,2,"2591","B12015",10.9946086956522,524.839971450119,384.546002573052,109.732617822016,NA,"B12015Melanoplus packardii",218,375.1943629083
"3335",169,"Melanoplus packardii",0,0,2,21,8,8,39,"2015","B1","resurvey","B1_169_2015",4.4875,4.4875,92.3510930164819,92.3510930164819,2.43589743589744,2,"2591","B12015",10.9946086956522,524.839971450119,384.546002573052,109.732617822016,NA,"B12015Melanoplus packardii",218,375.1943629083
"3336",176,"Melanoplus packardii",0,0,8,14,4,1,27,"2015","B1","resurvey","B1_176_2015",5.209,5.209,139.659945769145,139.659945769145,3.07407407407407,2,"2591","B12015",10.9946086956522,524.839971450119,384.546002573052,109.732617822016,NA,"B12015Melanoplus packardii",218,375.1943629083
"3337",183,"Melanoplus packardii",0,1,7,17,1,0,26,"2015","B1","resurvey","B1_183_2015",3.00592835616827,3.00592835616827,179.326846503429,179.326846503429,3.30769230769231,2,"2591","B12015",10.9946086956522,524.839971450119,384.546002573052,109.732617822016,NA,"B12015Melanoplus packardii",218,375.1943629083
"3338",190,"Melanoplus packardii",1,4,11,9,0,0,25,"2015","B1","resurvey","B1_190_2015",1.59343948819898,1.59343948819898,197.767339432886,197.767339432886,3.88,2,"2591","B12015",10.9946086956522,524.839971450119,384.546002573052,109.732617822016,NA,"B12015Melanoplus packardii",218,375.1943629083
"3339",204,"Melanoplus packardii",1,1,1,1,0,0,4,"2015","B1","resurvey","B1_204_2015",8.29,8.29,262.074133847784,262.074133847784,4.5,2,"2591","B12015",10.9946086956522,524.839971450119,384.546002573052,109.732617822016,NA,"B12015Melanoplus packardii",218,375.1943629083
"3340",212,"Melanoplus packardii",6,4,4,0,0,0,14,"2015","B1","resurvey","B1_212_2015",7.7985,7.7985,320.026818169971,320.026818169971,5.14285714285714,2,"2591","B12015",10.9946086956522,524.839971450119,384.546002573052,109.732617822016,NA,"B12015Melanoplus packardii",218,375.1943629083
"3341",221,"Melanoplus packardii",5,2,0,0,0,0,7,"2015","B1","resurvey","B1_221_2015",6.57634730349804,6.57634730349804,389.245543499819,389.245543499819,5.71428571428571,2,"2591","B12015",10.9946086956522,524.839971450119,384.546002573052,109.732617822016,NA,"B12015Melanoplus packardii",218,375.1943629083
"3342",228,"Melanoplus packardii",8,5,0,0,0,0,13,"2015","B1","resurvey","B1_228_2015",6.4965,6.4965,441.508310715182,441.508310715182,5.61538461538461,2,"2591","B12015",10.9946086956522,524.839971450119,384.546002573052,109.732617822016,NA,"B12015Melanoplus packardii",218,375.1943629083
"3343",233,"Melanoplus packardii",14,2,0,1,0,0,17,"2015","B1","resurvey","B1_233_2015",6.22928184440344,6.22928184440344,458.950557432147,458.950557432147,5.70588235294118,2,"2591","B12015",10.9946086956522,524.839971450119,384.546002573052,109.732617822016,NA,"B12015Melanoplus packardii",218,375.1943629083
"3344",241,"Melanoplus packardii",9,0,0,0,0,0,9,"2015","B1","resurvey","B1_241_2015",6.02778867002637,6.02778867002637,510.764108915759,510.764108915759,6,2,"2591","B12015",10.9946086956522,524.839971450119,384.546002573052,109.732617822016,NA,"B12015Melanoplus packardii",218,375.1943629083
"3345",247,"Melanoplus packardii",4,0,0,0,0,0,4,"2015","B1","resurvey","B1_247_2015",4.54936345755238,0,524.839971450119,546.387781966102,6,2,"2591","B12015",10.9946086956522,524.839971450119,384.546002573052,109.732617822016,NA,"B12015Melanoplus packardii",218,375.1943629083
"3347",167,"Melanoplus sanguinipes",0,0,0,0,2,2,4,"1959","B1","initial","B1_167_1959",4.75486246732442,4.75486246732442,112.816110697716,112.816110697716,1.5,1,"2591","B11959",9.34366847826087,467.129090452093,322.724605547163,112.740245906919,"Melanoplus sanguinipes (LW)","B11959Melanoplus sanguinipes",232,412.816110697716
"3349",183,"Melanoplus sanguinipes",0,0,2,8,2,6,18,"1959","B1","initial","B1_183_1959",5.60992828567723,5.60992828567723,174.991684238974,174.991684238974,2.33333333333333,1,"2591","B11959",9.34366847826087,467.129090452093,322.724605547163,112.740245906919,"Melanoplus sanguinipes (LW)","B11959Melanoplus sanguinipes",232,412.816110697716
"3350",195,"Melanoplus sanguinipes",14,4,18,16,0,0,52,"1959","B1","initial","B1_195_1959",5.91310803697623,5.91310803697623,234.041113495283,234.041113495283,4.30769230769231,1,"2591","B11959",9.34366847826087,467.129090452093,322.724605547163,112.740245906919,"Melanoplus sanguinipes (LW)","B11959Melanoplus sanguinipes",232,412.816110697716
"3351",202,"Melanoplus sanguinipes",9,6,11,1,0,0,27,"1959","B1","initial","B1_202_1959",5.38902349219361,5.38902349219361,262.008609811262,262.008609811262,4.85185185185185,1,"2591","B11959",9.34366847826087,467.129090452093,322.724605547163,112.740245906919,"Melanoplus sanguinipes (LW)","B11959Melanoplus sanguinipes",232,412.816110697716
"3352",209,"Melanoplus sanguinipes",14,10,14,4,0,0,42,"1959","B1","initial","B1_209_1959",9.465,9.465,313.195576623608,313.195576623608,4.80952380952381,1,"2591","B11959",9.34366847826087,467.129090452093,322.724605547163,112.740245906919,"Melanoplus sanguinipes (LW)","B11959Melanoplus sanguinipes",232,412.816110697716
"3353",216,"Melanoplus sanguinipes",26,22,4,2,0,0,54,"1959","B1","initial","B1_216_1959",4.09347083612944,4.09347083612944,348.540173630494,348.540173630494,5.33333333333333,1,"2591","B11959",9.34366847826087,467.129090452093,322.724605547163,112.740245906919,"Melanoplus sanguinipes (LW)","B11959Melanoplus sanguinipes",232,412.816110697716
"3354",223,"Melanoplus sanguinipes",42,10,10,0,2,0,64,"1959","B1","initial","B1_223_1959",9.165,9.165,383.211590531066,383.211590531066,5.40625,1,"2591","B11959",9.34366847826087,467.129090452093,322.724605547163,112.740245906919,"Melanoplus sanguinipes (LW)","B11959Melanoplus sanguinipes",232,412.816110697716
"3355",229,"Melanoplus sanguinipes",24,8,4,2,0,0,38,"1959","B1","initial","B1_229_1959",9.165,9.165,406.691595638335,406.691595638335,5.42105263157895,1,"2591","B11959",9.34366847826087,467.129090452093,322.724605547163,112.740245906919,"Melanoplus sanguinipes (LW)","B11959Melanoplus sanguinipes",232,412.816110697716
"3356",237,"Melanoplus sanguinipes",11,0,1,0,0,0,12,"1959","B1","initial","B1_237_1959",2.21739343225837,2.21739343225837,439.151529382411,439.151529382411,5.83333333333333,1,"2591","B11959",9.34366847826087,467.129090452093,322.724605547163,112.740245906919,"Melanoplus sanguinipes (LW)","B11959Melanoplus sanguinipes",232,412.816110697716
"3357",243,"Melanoplus sanguinipes",2,1,1,0,0,0,4,"1959","B1","initial","B1_243_1959",5.23232573030584,5.23232573030584,467.129090452093,467.129090452093,5.25,1,"2591","B11959",9.34366847826087,467.129090452093,322.724605547163,112.740245906919,"Melanoplus sanguinipes (LW)","B11959Melanoplus sanguinipes",232,412.816110697716
"3358",250,"Melanoplus sanguinipes",47,3,1,0,0,0,51,"1959","B1","initial","B1_250_1959",6.59401942056325,0,467.129090452093,501.25587356909,5.90196078431373,1,"2591","B11959",9.34366847826087,467.129090452093,322.724605547163,112.740245906919,"Melanoplus sanguinipes (LW)","B11959Melanoplus sanguinipes",232,412.816110697716
"3359",257,"Melanoplus sanguinipes",8,0,0,0,0,0,8,"1959","B1","initial","B1_257_1959",5.12567222061338,0,467.129090452093,534.36888883083,6,1,"2591","B11959",9.34366847826087,467.129090452093,322.724605547163,112.740245906919,"Melanoplus sanguinipes (LW)","B11959Melanoplus sanguinipes",232,412.816110697716
"3364",207,"Melanoplus sanguinipes",0,1,1,2,0,0,4,"1960","B1","initial","B1_207_1960",6.965,6.965,273.866920090526,273.866920090526,3.75,1,"2591","B11960",9.60464673913043,468.923306666612,332.042919673951,118.22908139922,"Melanoplus sanguinipes (LW)","B11960Melanoplus sanguinipes",207,303.866920090526
"3365",210,"Melanoplus sanguinipes",10,0,0,1,0,0,11,"1960","B1","initial","B1_210_1960",9.465,9.465,304.261920090526,304.261920090526,5.72727272727273,1,"2591","B11960",9.60464673913043,468.923306666612,332.042919673951,118.22908139922,"Melanoplus sanguinipes (LW)","B11960Melanoplus sanguinipes",207,303.866920090526
"3366",215,"Melanoplus sanguinipes",2,1,0,1,0,0,4,"1960","B1","initial","B1_215_1960",8.665,8.665,338.534492742183,338.534492742183,5,1,"2591","B11960",9.60464673913043,468.923306666612,332.042919673951,118.22908139922,"Melanoplus sanguinipes (LW)","B11960Melanoplus sanguinipes",207,303.866920090526
"3367",224,"Melanoplus sanguinipes",2,1,1,2,0,0,6,"1960","B1","initial","B1_224_1960",2.84477318607064,2.84477318607064,381.308274569301,381.308274569301,4.5,1,"2591","B11960",9.60464673913043,468.923306666612,332.042919673951,118.22908139922,"Melanoplus sanguinipes (LW)","B11960Melanoplus sanguinipes",207,303.866920090526
"3368",231,"Melanoplus sanguinipes",2,3,0,2,0,0,7,"1960","B1","initial","B1_231_1960",2.24327951952822,2.24327951952822,409.38020559125,409.38020559125,4.71428571428571,1,"2591","B11960",9.60464673913043,468.923306666612,332.042919673951,118.22908139922,"Melanoplus sanguinipes (LW)","B11960Melanoplus sanguinipes",207,303.866920090526
"3369",237,"Melanoplus sanguinipes",2,5,0,3,0,0,10,"1960","B1","initial","B1_237_1960",2.24327951952822,2.24327951952822,442.964976919409,442.964976919409,4.6,1,"2591","B11960",9.60464673913043,468.923306666612,332.042919673951,118.22908139922,"Melanoplus sanguinipes (LW)","B11960Melanoplus sanguinipes",207,303.866920090526
"3371",258,"Melanoplus sanguinipes",3,1,0,0,0,0,4,"1960","B1","initial","B1_258_1960",2.63895451766775,0,468.923306666612,535.788160656334,5.75,1,"2591","B11960",9.60464673913043,468.923306666612,332.042919673951,118.22908139922,"Melanoplus sanguinipes (LW)","B11960Melanoplus sanguinipes",207,303.866920090526
"3379",223,"Melanoplus sanguinipes",4,0,0,1,0,0,5,"2006","B1","resurvey","B1_223_2006",8.535,8.535,523.487107065601,523.487107065601,5.4,2,"2591","B12006",11.1006793478261,617.536246554048,453.195291548438,156.758858619003,"Melanoplus sanguinipes (LW)","B12006Melanoplus sanguinipes",NA,NA
"3381",237,"Melanoplus sanguinipes",4,0,0,1,0,0,5,"2006","B1","resurvey","B1_237_2006",3.10576830945385,3.10576830945385,595.349737767702,595.349737767702,5.4,2,"2591","B12006",11.1006793478261,617.536246554048,453.195291548438,156.758858619003,"Melanoplus sanguinipes (LW)","B12006Melanoplus sanguinipes",NA,NA
"3386",217,"Melanoplus sanguinipes",3,1,1,0,0,0,5,"2010","B1","resurvey","B1_217_2010",4.23901668149847,4.23901668149847,348.45842613411,348.45842613411,5.4,2,"2591","B12010",10.5730770531712,491.165195253965,368.393096636885,143.691857502535,"Melanoplus sanguinipes (LW)","B12010Melanoplus sanguinipes",NA,NA
